Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
NC_057183.1,genomic DNA,196128,Corydalis adunca,672046-1,Papaveraceae,Corydalis,adunca,,False,Corydalis adunca
NC_057184.1,genomic DNA,165416,Corydalis davidii,672175-1,Papaveraceae,Corydalis,davidii,,False,Corydalis davidii
NC_057185.1,genomic DNA,188784,Corydalis hsiaowutaishanensis,672284-1,Papaveraceae,Corydalis,hsiaowutaishanensis,,False,Corydalis hsiaowutaishanensis
NC_057186.1,genomic DNA,188060,Corydalis saxicola,672482-1,Papaveraceae,Corydalis,saxicola,,False,Corydalis saxicola
NC_057187.1,genomic DNA,152696,Dryobalanops aromatica,320807-1,Dipterocarpaceae,Dryobalanops,aromatica,,False,Dryobalanops aromatica
NC_057189.1,genomic DNA,152484,Scutellaria meehanioides,458450-1,Lamiaceae,Scutellaria,meehanioides,,False,Scutellaria meehanioides
NC_057191.1,genomic DNA,150925,Caroxylon passerinum,77089160-1,Amaranthaceae,Caroxylon,passerinum,,False,Caroxylon passerinum
NC_041646.1,genomic DNA,126700,Selaginella tamariscina,60467461-2,Selaginellaceae,Selaginella,tamariscina,,False,Selaginella tamariscina
NC_041587.1,genomic DNA,155510,Solanum candolleanum,296351-2,Solanaceae,Solanum,candolleanum,,False,Solanum achacachense
NC_041530.1,genomic DNA,163660,Asteropyrum cavaleriei,709066-1,Ranunculaceae,Asteropyrum,cavaleriei,,False,Asteropyrum cavaleriei
NC_041613.1,genomic DNA,155592,Solanum jamesii,331057-2,Solanaceae,Solanum,jamesii,,False,Solanum jamesii
NC_046845.1,genomic DNA,164001,Cautleya gracilis,872261-1,Zingiberaceae,Cautleya,gracilis,,False,Cautleya gracilis
NC_046846.1,genomic DNA,162450,Pericampylus glaucus,581274-1,Menispermaceae,Pericampylus,glaucus,,False,Pericampylus glaucus
NC_046847.1,genomic DNA,153581,Pittosporum kerrii,684523-1,Pittosporaceae,Pittosporum,kerrii,,False,Pittosporum kerrii
NC_046848.1,genomic DNA,147530,Pyrularia edulis,780535-1,Santalaceae,Pyrularia,edulis,,False,Pyrularia edulis
NC_046852.1,genomic DNA,153547,Pedicularis longiflora,807287-1,Orobanchaceae,Pedicularis,longiflora,,False,Pedicularis longiflora
NC_046854.1,genomic DNA,153139,Pedicularis oederi,807415-1,Orobanchaceae,Pedicularis,oederi,,False,Pedicularis oederi
NC_049099.1,genomic DNA,153267,Allium caeruleum,527740-1,Amaryllidaceae,Allium,caeruleum,,True,Allium caeruleum
NC_049100.1,genomic DNA,154018,Allium fetisowii,528028-1,Amaryllidaceae,Allium,fetisowii,,False,Allium fetisowii
NC_049101.1,genomic DNA,153186,Allium forrestii,528063-1,Amaryllidaceae,Allium,forrestii,,False,Allium forrestii
NC_049102.1,genomic DNA,152876,Allium macranthum,528361-1,Amaryllidaceae,Allium,macranthum,,False,Allium macranthum
NC_060828.1,genomic DNA,153119,Launaea nudicaulis,229036-1,Asteraceae,Launaea,nudicaulis,,False,Launaea nudicaulis
NC_028171.1,genomic DNA,123633,Astragalus nakaianus,896997-1,Fabaceae,Astragalus,nakaianus,,False,Astragalus nakaianus
NC_028190.1,genomic DNA,127126,Juniperus cedrus,262172-1,Cupressaceae,Juniperus,cedrus,,False,Juniperus cedrus
NC_071195.1,genomic DNA,159745,Daphniphyllum chartaceum,344221-1,Daphniphyllaceae,Daphniphyllum,chartaceum,,False,Daphniphyllum chartaceum
NC_071196.1,genomic DNA,159047,Rhodoleia henryi,430748-1,Hamamelidaceae,Rhodoleia,henryi,,False,Rhodoleia henryi
NC_033374.1,genomic DNA,163930,Lobelia stricklandiae,143891-1,Campanulaceae,Lobelia,stricklandiae,,False,Lobelia stricklandiae
NC_028705.1,genomic DNA,151628,Cyrtomium falcatum,17268360-1,Polypodiaceae,Cyrtomium,falcatum,,False,Cyrtomium falcatum
NC_034887.1,genomic DNA,152173,Linochilus venezuelensis,77203513-1,Asteraceae,Linochilus,venezuelensis,,False,Diplostephium venezuelense
NC_034888.1,genomic DNA,152200,Floscaldasia hysophila,105180-2,Asteraceae,Floscaldasia,hysophila,,False,Floscaldasia hypsophila
NC_034891.1,genomic DNA,152461,Diplostephium empetrifolium,81791-2,Asteraceae,Diplostephium,empetrifolium,,False,Diplostephium empetrifolium
NC_034892.1,genomic DNA,152252,Linochilus schultzii,77203508-1,Asteraceae,Linochilus,schultzii,,False,Diplostephium schultzii
NC_034893.1,genomic DNA,152365,Linochilus frontinensis,77203476-1,Asteraceae,Linochilus,frontinensis,,False,Diplostephium frontinense
NC_034894.1,genomic DNA,151879,Linochilus jaramilloi,77203482-1,Asteraceae,Linochilus,jaramilloi,,False,Diplostephium jaramilloi
NC_034895.1,genomic DNA,152328,Linochilus inesianus,77203481-1,Asteraceae,Linochilus,inesianus,,False,Diplostephium inesianum
NC_067989.1,genomic DNA,159070,Coelogyne wenshanica,77220711-1,Orchidaceae,Coelogyne,wenshanica,,False,Coelogyne wenshanica
NC_067990.1,genomic DNA,175728,Amorphophallus albus,972136-1,Araceae,Amorphophallus,albus,,False,Amorphophallus albus
NC_067991.1,genomic DNA,152405,Iris typhifolia,439216-1,Iridaceae,Iris,typhifolia,,False,Iris typhifolia
NC_067993.1,genomic DNA,160319,Staphylea bumalda,785249-1,Staphyleaceae,Staphylea,bumalda,,False,Staphylea bumalda
NC_067996.1,genomic DNA,155927,Spiraea hypericifolia subsp. hypericifolia,77232209-1,Rosaceae,Spiraea,hypericifolia,hypericifolia,False,Spiraea aquilegiifolia
NC_067997.1,genomic DNA,155913,Spiraea chinensis,742177-1,Rosaceae,Spiraea,chinensis,,False,Spiraea chinensis
NC_039428.1,genomic DNA,161117,Quercus chenii,359487-1,Fagaceae,Quercus,chenii,,False,Quercus chenii
NC_039429.1,genomic DNA,161127,Quercus acutissima,295743-1,Fagaceae,Quercus,acutissima,,False,Quercus acutissima
NC_039433.1,genomic DNA,154924,Anemonella thalictroides,708732-1,Ranunculaceae,Anemonella,thalictroides,,False,Thalictrum thalictroides
NC_041621.1,genomic DNA,155523,Solanum candolleanum,296351-2,Solanaceae,Solanum,candolleanum,,False,Solanum bukasovii
NC_041474.1,genomic DNA,157603,Adonis sutchuenensis,708152-1,Ranunculaceae,Adonis,sutchuenensis,,False,Adonis sutchuenensis
NC_041475.1,genomic DNA,160415,Calathodes oxycarpa,709233-1,Ranunculaceae,Calathodes,oxycarpa,,False,Calathodes oxycarpa
NC_041476.1,genomic DNA,156939,Callianthemum taipaicum,709263-1,Ranunculaceae,Callianthemum,taipaicum,,False,Callianthemum taipaicum
NC_041477.1,genomic DNA,159647,Clematis macropetala,709867-1,Ranunculaceae,Clematis,macropetala,,False,Clematis macropetala
NC_041502.1,genomic DNA,128304,Taxus brevifolia,249736-2,Taxaceae,Taxus,brevifolia,,False,Taxus brevifolia
NC_042371.1,genomic DNA,158623,Menispermum dauricum,581056-1,Menispermaceae,Menispermum,dauricum,,False,Menispermum dauricum
NC_046855.1,genomic DNA,155160,Thladiantha dubia,294067-1,Cucurbitaceae,Thladiantha,dubia,,False,Thladiantha dubia
NC_046857.1,genomic DNA,155515,Hodgsonia heteroclita,292939-1,Cucurbitaceae,Hodgsonia,heteroclita,,False,Hodgsonia heteroclita
NC_046858.1,genomic DNA,156449,Herpetospermum pedunculosum,292933-1,Cucurbitaceae,Herpetospermum,pedunculosum,,True,Herpetospermum pedunculosum
NC_046859.1,genomic DNA,159179,Indofevillea khasiana,292959-1,Cucurbitaceae,Indofevillea,khasiana,,False,Indofevillea khasiana
NC_046860.1,genomic DNA,155027,Cyclanthera pedata,292512-1,Cucurbitaceae,Cyclanthera,pedata,,False,Cyclanthera pedata
NC_046862.1,genomic DNA,157380,Dendrosicyos socotranus,292552-1,Cucurbitaceae,Dendrosicyos,socotranus,,False,Dendrosicyos socotranus
NC_046863.1,genomic DNA,147874,Linnaeosicyos amara,60448201-2,Cucurbitaceae,Linnaeosicyos,amara,,False,Linnaeosicyos amara
NC_046864.1,genomic DNA,156413,Trichosanthes pilosa var. pilosa,77224381-1,Cucurbitaceae,Trichosanthes,pilosa,pilosa,False,Trichosanthes baviensis
NC_049103.1,genomic DNA,154280,Allium neriniflorum,528478-1,Amaryllidaceae,Allium,neriniflorum,,False,Allium neriniflorum
NC_049104.1,genomic DNA,153086,Allium polyrhizum,528639-1,Amaryllidaceae,Allium,polyrhizum,,False,Allium polyrhizum
NC_049105.1,genomic DNA,153583,Allium schoenoprasoides,528822-1,Amaryllidaceae,Allium,schoenoprasoides,,False,Allium schoenoprasoides
NC_049106.1,genomic DNA,152962,Allium strictum,528932-1,Amaryllidaceae,Allium,strictum,,False,Allium strictum
NC_049107.1,genomic DNA,157805,Styrax macrocarpus,826850-1,Styracaceae,Styrax,macrocarpus,,False,Styrax macrocarpus
NC_049108.1,genomic DNA,131600,Marathrum foeniculaceum,688390-1,Podostemaceae,Marathrum,foeniculaceum,,False,Marathrum foeniculaceum
NC_060499.1,genomic DNA,152443,Iris japonica,438741-1,Iridaceae,Iris,japonica,,False,Iris japonica
NC_060812.1,genomic DNA,130347,Wisteria sinensis,60459148-2,Fabaceae,Wisteria,sinensis,,False,Wisteria villosa
NC_050895.1,genomic DNA,152159,Salvia digitaloides,456106-1,Lamiaceae,Salvia,digitaloides,,False,Salvia digitaloides
NC_050896.1,genomic DNA,151614,Salvia meiliensis,905167-1,Lamiaceae,Salvia,meiliensis,,False,Salvia meiliensis
NC_050897.1,genomic DNA,151286,Salvia merjamie,456688-1,Lamiaceae,Salvia,merjamie,,False,Salvia merjamie
NC_050899.1,genomic DNA,151688,Salvia petrophila,77138690-1,Lamiaceae,Salvia,petrophila,,False,Salvia petrophila
NC_050900.1,genomic DNA,151268,Salvia sclarea,457210-1,Lamiaceae,Salvia,sclarea,,False,Salvia sclarea
NC_050901.1,genomic DNA,150604,Salvia splendens,60466516-2,Lamiaceae,Salvia,splendens,,False,Salvia splendens
NC_030703.1,genomic DNA,94559,Aphyllorchis montana,616730-1,Orchidaceae,Aphyllorchis,montana,,False,Aphyllorchis montana
NC_071198.1,genomic DNA,159084,Sycopsis sinensis,430773-1,Hamamelidaceae,Sycopsis,sinensis,,False,Sycopsis sinensis
NC_071199.1,genomic DNA,160100,Daphniphyllum calycinum,344216-1,Daphniphyllaceae,Daphniphyllum,calycinum,,False,Daphniphyllum calycinum
NC_071202.1,genomic DNA,159328,Distyliopsis laurifolia,430614-1,Hamamelidaceae,Distyliopsis,laurifolia,,False,Distyliopsis laurifolia
NC_071205.1,genomic DNA,159078,Distyliopsis dunnii,430613-1,Hamamelidaceae,Distyliopsis,dunnii,,False,Distyliopsis dunnii
NC_071206.1,genomic DNA,159454,Corylopsis yunnanensis,430591-1,Hamamelidaceae,Corylopsis,yunnanensis,,False,Corylopsis yunnanensis
NC_071207.1,genomic DNA,159104,Eustigma oblongifolium,430647-1,Hamamelidaceae,Eustigma,oblongifolium,,False,Eustigma oblongifolium
NC_071208.1,genomic DNA,159977,Daphniphyllum longeracemosum,344237-1,Daphniphyllaceae,Daphniphyllum,longeracemosum,,False,Daphniphyllum longeracemosum
NC_033409.1,genomic DNA,160606,Castanopsis concinna,295383-1,Fagaceae,Castanopsis,concinna,,False,Castanopsis concinna
NC_033394.1,genomic DNA,160097,Gossypium klotzschianum,112707-2,Malvaceae,Gossypium,klotzschianum,,False,Gossypium klotzschianum
NC_033375.1,genomic DNA,163459,Lobelia thuliniana,971855-1,Campanulaceae,Lobelia,thuliniana,,False,Lobelia thuliniana
NC_029490.1,genomic DNA,161072,Quercus baronii,295845-1,Fagaceae,Quercus,baronii,,False,Quercus baronii
NC_034896.1,genomic DNA,152223,Linochilus heterophyllus,77203479-1,Asteraceae,Linochilus,heterophyllus,,False,Diplostephium heterophyllum
NC_034897.1,genomic DNA,152249,Linochilus camargoanus,77203462-1,Asteraceae,Linochilus,camargoanus,,False,Diplostephium camargoanum
NC_034899.1,genomic DNA,152290,Linochilus coriaceus,77203468-1,Asteraceae,Linochilus,coriaceus,,False,Diplostephium coriaceum
NC_034900.1,genomic DNA,152216,Linochilus rosmarinifolius,230916-1,Asteraceae,Linochilus,rosmarinifolius,,False,Diplostephium rosmarinifolium
NC_034901.1,genomic DNA,152006,Diplostephium goodspeedii,81812-2,Asteraceae,Diplostephium,goodspeedii,,False,Diplostephium goodspeedii
NC_034902.1,genomic DNA,152277,Linochilus apiculatus,77203460-1,Asteraceae,Linochilus,apiculatus,,False,Diplostephium apiculatum
NC_067999.1,genomic DNA,155953,Spiraea hirsuta,742292-1,Rosaceae,Spiraea,hirsuta,,False,Spiraea hirsuta
NC_068000.1,genomic DNA,155931,Spiraea henryi,742288-1,Rosaceae,Spiraea,henryi,,False,Spiraea henryi
NC_068001.1,genomic DNA,155965,Spiraea tianschanica,742571-1,Rosaceae,Spiraea,tianschanica,,False,Spiraea tianschanica
NC_068002.1,genomic DNA,155915,Spiraea tomentosa,324833-2,Rosaceae,Spiraea,tomentosa,,False,Spiraea tomentosa
NC_068003.1,genomic DNA,156156,Spiraea purpurea,742478-1,Rosaceae,Spiraea,purpurea,,False,Spiraea purpurea
NC_068005.1,genomic DNA,151199,Elsholtzia minima,446670-1,Lamiaceae,Elsholtzia,minima,,False,Elsholtzia minima
NC_068008.1,genomic DNA,153667,Pittosporum crispulum,684428-1,Pittosporaceae,Pittosporum,crispulum,,False,Pittosporum crispulum
NC_039434.1,genomic DNA,159487,Cabomba aquatica,605272-1,Cabombaceae,Cabomba,aquatica,,False,Cabomba aquatica
NC_057203.1,genomic DNA,151012,Chrysanthemum vestitum,193833-1,Asteraceae,Chrysanthemum,vestitum,,False,Chrysanthemum vestitum
NC_057205.1,genomic DNA,151491,Leucomeris decora,230228-1,Asteraceae,Leucomeris,decora,,False,Leucomeris decora
NC_057206.1,genomic DNA,151524,Leucomeris insignis,77339999-1,Asteraceae,Leucomeris,insignis,,False,Nouelia insignis
NC_057208.1,genomic DNA,163534,Wurfbainia neoaurantiaca,77178286-1,Zingiberaceae,Wurfbainia,neoaurantiaca,,False,Wurfbainia neoaurantiaca
NC_041523.1,genomic DNA,127662,Juniperus tibetica,676877-1,Cupressaceae,Juniperus,tibetica,,False,Juniperus tibetica
NC_041525.1,genomic DNA,159638,Actaea asiatica,707985-1,Ranunculaceae,Actaea,asiatica,,False,Actaea asiatica
NC_041541.1,genomic DNA,151243,Isopyrum manshuricum,711463-1,Ranunculaceae,Isopyrum,manshuricum,,False,Isopyrum manshuricum
NC_041592.1,genomic DNA,155536,Solanum andreanum,818239-1,Solanaceae,Solanum,andreanum,,False,Solanum andreanum
NC_042408.1,genomic DNA,159473,Lumnitzera racemosa,170681-1,Combretaceae,Lumnitzera,racemosa,,False,Lumnitzera racemosa
NC_042410.1,genomic DNA,121243,Abies alba,60468511-2,Pinaceae,Abies,alba,,True,Abies alba
NC_045193.1,genomic DNA,156842,Diabelia sanguinea,60476318-2,Caprifoliaceae,Diabelia,sanguinea,,False,Abelia sanguinea
NC_046865.1,genomic DNA,156599,Bryonia cretica subsp. marmorata,77088006-1,Cucurbitaceae,Bryonia,cretica,marmorata,False,Bryonia marmorata
NC_046866.1,genomic DNA,157459,Trichosanthes tricuspidata,294313-1,Cucurbitaceae,Trichosanthes,tricuspidata,,False,Trichosanthes tricuspidata
NC_046868.1,genomic DNA,156824,Trichosanthes homophylla,294206-1,Cucurbitaceae,Trichosanthes,homophylla,,False,Trichosanthes homophylla
NC_046869.1,genomic DNA,158242,Ampelosycios humblotii,291244-1,Cucurbitaceae,Ampelosycios,humblotii,,False,Ampelosycios humblotii
NC_046871.1,genomic DNA,158407,Sinobaijiania yunnanensis,77079982-1,Cucurbitaceae,Sinobaijiania,yunnanensis,,False,Baijiania yunnanensis
NC_046872.1,genomic DNA,158517,Momordica sessilifolia,293547-1,Cucurbitaceae,Momordica,sessilifolia,,False,Momordica sessilifolia
NC_046873.1,genomic DNA,159232,Gerrardanthus macrorhizus,292742-1,Cucurbitaceae,Gerrardanthus,macrorhizus,,False,Gerrardanthus macrorhizus
NC_048959.1,genomic DNA,159922,Magnolia amazonica,991403-1,Magnoliaceae,Magnolia,amazonica,,False,Magnolia amazonica
NC_048960.1,genomic DNA,159884,Magnolia dixonii,991413-1,Magnoliaceae,Magnolia,dixonii,,False,Magnolia dixonii
NC_048961.1,genomic DNA,158114,Clivia miniata,994513-1,Amaryllidaceae,Clivia,miniata,,False,Clivia miniata
NC_048966.1,genomic DNA,152173,Spatholobus suberectus,519185-1,Fabaceae,Spatholobus,suberectus,,False,Spatholobus suberectus
NC_049583.1,genomic DNA,154859,Alyssopsis mollis,277296-1,Brassicaceae,Alyssopsis,mollis,,False,Alyssopsis mollis
NC_049584.1,genomic DNA,149346,Aphragmus nepalensis,1016824-1,Brassicaceae,Aphragmus,nepalensis,,False,Aphragmus nepalensis
NC_049585.1,genomic DNA,154495,Aubrieta parviflora,278799-1,Brassicaceae,Aubrieta,parviflora,,False,Aubrieta parviflora
NC_049586.1,genomic DNA,153228,Alliaria petiolata,1176324-2,Brassicaceae,Alliaria,petiolata,,False,Alliaria petiolata
NC_049587.1,genomic DNA,154022,Aethionema saxatile,277234-1,Brassicaceae,Aethionema,saxatile,,False,Aethionema saxatile
NC_049588.1,genomic DNA,154333,Asta schaffneri,22986-2,Brassicaceae,Asta,schaffneri,,False,Asta schaffneri
NC_049591.1,genomic DNA,154651,Arabis verna,278713-1,Brassicaceae,Arabis,verna,,False,Arabis verna
NC_049592.1,genomic DNA,154565,Ancashia alpaminae,77321198-1,Brassicaceae,Ancashia,alpaminae,,False,Brayopsis alpaminae
NC_049593.1,genomic DNA,155147,Boechera breweri,50426358-2,Brassicaceae,Boechera,breweri,,False,Boechera breweri
NC_050775.1,genomic DNA,139361,Bambusa rutila,392500-1,Poaceae,Bambusa,rutila,,False,Bambusa rutila
NC_050777.1,genomic DNA,139533,Gigantochloa atroviolacea,931831-1,Poaceae,Gigantochloa,atroviolacea,,False,Gigantochloa atroviolacea
NC_050780.1,genomic DNA,139528,Bambusa vulgaris,392574-1,Poaceae,Bambusa,vulgaris,,True,Bambusa vulgaris
NC_050781.1,genomic DNA,139548,Bambusa sinospinosa,392515-1,Poaceae,Bambusa,sinospinosa,,False,Bambusa sinospinosa
NC_050782.1,genomic DNA,156597,Petunia exserta,932457-1,Solanaceae,Petunia,exserta,,False,Petunia exserta
NC_050783.1,genomic DNA,158054,Hydrangea davidii,791576-1,Hydrangeaceae,Hydrangea,davidii,,False,Hydrangea davidii
NC_050784.1,genomic DNA,155181,Anzhengxia yechengnica,77160334-1,Brassicaceae,Anzhengxia,yechengnica,,False,Anzhengxia yechengnica
NC_050785.1,genomic DNA,154053,Atelanthera perpusilla,278765-1,Brassicaceae,Atelanthera,perpusilla,,False,Atelanthera perpusilla
NC_068837.1,genomic DNA,159428,Wikstroemia monnula,833141-1,Thymelaeaceae,Wikstroemia,monnula,,False,Wikstroemia monnula
NC_068838.1,genomic DNA,150887,Iris austrotschatkalica,77144608-1,Iridaceae,Iris,austrotschatkalica,,False,Iris austrotschatkalica
NC_068839.1,genomic DNA,151393,Iris pseudocapnoides,60446530-2,Iridaceae,Iris,pseudocapnoides,,False,Iris pseudocapnoides
NC_068840.1,genomic DNA,151143,Iris victoris,77136022-1,Iridaceae,Iris,victoris,,False,Iris victoris
NC_029970.1,genomic DNA,158858,Baxteria australis,161455-3,Dasypogonaceae,Baxteria,australis,,False,Baxteria australis
NC_029972.1,genomic DNA,130917,Areca vestiaria,664234-1,Arecaceae,Areca,vestiaria,,False,Areca vestiaria
NC_029973.1,genomic DNA,158503,Acoelorraphe wrightii,663912-1,Arecaceae,Acoelorraphe,wrightii,,False,Acoelorraphe wrightii
NC_029974.1,genomic DNA,157866,Washingtonia filifera var. robusta,267791-2,Arecaceae,Washingtonia,filifera,robusta,False,Washingtonia robusta
NC_029966.1,genomic DNA,153806,Chuniophoenix nana,665980-1,Arecaceae,Chuniophoenix,nana,,False,Chuniophoenix nana
NC_029937.1,genomic DNA,152598,Lilium distichum,537554-1,Liliaceae,Lilium,distichum,,False,Lilium distichum
NC_029945.1,genomic DNA,157168,Epimedium pseudowushanense,77088043-1,Berberidaceae,Epimedium,pseudowushanense,,False,Epimedium pseudowushanense
NC_029962.1,genomic DNA,163231,Hanguana malayana,535973-1,Hanguanaceae,Hanguana,malayana,,False,Hanguana malayana
NC_069556.1,genomic DNA,155917,Datura metel,314739-2,Solanaceae,Datura,metel,,True,Datura metel
NC_069557.1,genomic DNA,151091,Artemisia kaschgarica,179674-1,Asteraceae,Artemisia,kaschgarica,,False,Artemisia kaschgarica
NC_069560.1,genomic DNA,177058,Hoya longifolia,98543-1,Apocynaceae,Hoya,longifolia,,True,Hoya longifolia
NC_037519.1,genomic DNA,136840,Littledalea alaica,407390-1,Poaceae,Littledalea,alaica,,False,Littledalea alaica
NC_023260.1,genomic DNA,165002,Hypseocharis bilobata,126651-2,Geraniaceae,Hypseocharis,bilobata,,False,Hypseocharis bilobata
NC_022406.1,genomic DNA,159742,Eucalyptus erythrocorys,592911-1,Myrtaceae,Eucalyptus,erythrocorys,,False,Eucalyptus erythrocorys
NC_040160.1,genomic DNA,137426,Anigozanthos flavidus,429575-1,Haemodoraceae,Anigozanthos,flavidus,,False,Anigozanthos flavidus
NC_040164.1,genomic DNA,158459,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,False,Lycoris squamigera
NC_042398.1,genomic DNA,152653,Lilium formosanum,60467143-2,Liliaceae,Lilium,formosanum,,False,Lilium formosanum
NC_042400.1,genomic DNA,157381,Leontice armeniaca,107363-1,Berberidaceae,Leontice,armeniaca,,False,Leontice armeniaca
NC_042403.1,genomic DNA,134366,Catapodium marinum,395160-1,Poaceae,Catapodium,marinum,,False,Catapodium marinum
NC_042404.1,genomic DNA,136085,Koeleria nitidula,406641-1,Poaceae,Koeleria,nitidula,,False,Koeleria nitidula
NC_042405.1,genomic DNA,135468,Nephelochloa orientalis,409458-1,Poaceae,Nephelochloa,orientalis,,False,Nephelochloa orientalis
NC_046737.1,genomic DNA,153259,Cryptotaenia japonica,840846-1,Apiaceae,Cryptotaenia,japonica,,False,Cryptotaenia japonica
NC_046738.1,genomic DNA,162123,Aquilegia rockii,709004-1,Ranunculaceae,Aquilegia,rockii,,False,Aquilegia rockii
NC_046739.1,genomic DNA,152982,Potaninia mongolica,727558-1,Rosaceae,Potaninia,mongolica,,False,Potaninia mongolica
NC_046742.1,genomic DNA,158455,Prunus triloba,730372-1,Rosaceae,Prunus,triloba,,False,Prunus triloba
NC_046744.1,genomic DNA,158071,Zanthoxylum madagascariense,775843-1,Rutaceae,Zanthoxylum,madagascariense,,False,Zanthoxylum madagascariense
